Nama Asuransi,kategori,produk_id,user_id,Rating,Premi Asuransi
Allianz Asuransi Rumahku Plus,Properti,P0360,U0140,3.9,100000
BCA Asuransi Rumah Tinggal,Properti,P0361,U0196,3.3,774000
BCA Asuransi Properti Komersial,Properti,P0362,U0022,4.2,774000
BCA Asuransi Kebakaran,Properti,P0363,U0177,3.4,769000
Asuransi Simas Ruko,Properti,P0364,U0004,3.9,200000
Simas Rumah Hemat Plus,Properti,P0365,U0180,4,200000
Simas Asuransi Kebakaran Property All Risks/Industrial All Risks,Properti,P0366,U0047,3.4,1785000
AXA Mandiri Asuransi Rumahku Plus,Properti,P0367,U0109,3.5,657428.5714
ACA Asuransi Rumah Idaman (ASRI),Properti,P0368,U0193,2.9,657428.5714
ACA Asuransi Kebakaran (Standar OJK),Properti,P0369,U0119,4.3,657428.5714
Allianz Asuransi Rumahku Plus,Properti,P0370,U0050,3.8,100000
BCA Asuransi Rumah Tinggal,Properti,P0371,U0067,5,774000
BCA Asuransi Properti Komersial,Properti,P0372,U0095,3.3,774000
BCA Asuransi Kebakaran,Properti,P0373,U0104,4.5,769000
Asuransi Simas Ruko,Properti,P0374,U0147,4,200000
Simas Rumah Hemat Plus,Properti,P0375,U0113,4.2,200000
Simas Asuransi Kebakaran Property All Risks/Industrial All Risks,Properti,P0376,U0042,3.5,1785000
AXA Mandiri Asuransi Rumahku Plus,Properti,P0377,U0199,3.7,657428.5714
ACA Asuransi Rumah Idaman (ASRI),Properti,P0378,U0002,4.8,657428.5714
ACA Asuransi Kebakaran (Standar OJK),Properti,P0379,U0004,4.1,657428.5714
Allianz Asuransi Rumahku Plus,Properti,P0380,U0084,3.5,100000
BCA Asuransi Rumah Tinggal,Properti,P0381,U0166,3.7,774000
BCA Asuransi Properti Komersial,Properti,P0382,U0050,4.1,774000
BCA Asuransi Kebakaran,Properti,P0383,U0056,5,769000
Asuransi Simas Ruko,Properti,P0384,U0120,4.2,200000
Simas Rumah Hemat Plus,Properti,P0385,U0118,3.5,200000
Simas Asuransi Kebakaran Property All Risks/Industrial All Risks,Properti,P0386,U0145,4.4,1785000
AXA Mandiri Asuransi Rumahku Plus,Properti,P0387,U0125,4,657428.5714
ACA Asuransi Rumah Idaman (ASRI),Properti,P0388,U0087,4.2,657428.5714
ACA Asuransi Kebakaran (Standar OJK),Properti,P0389,U0105,4.3,657428.5714
Allianz Asuransi Rumahku Plus,Properti,P0390,U0066,4.9,100000
BCA Asuransi Rumah Tinggal,Properti,P0391,U0092,4,774000
BCA Asuransi Properti Komersial,Properti,P0392,U0096,4.3,774000
BCA Asuransi Kebakaran,Properti,P0393,U0196,4.1,769000
Asuransi Simas Ruko,Properti,P0394,U0040,3.9,200000
Simas Rumah Hemat Plus,Properti,P0395,U0091,2.8,200000
Simas Asuransi Kebakaran Property All Risks/Industrial All Risks,Properti,P0396,U0198,3,1785000
AXA Mandiri Asuransi Rumahku Plus,Properti,P0397,U0026,3.9,657428.5714
ACA Asuransi Rumah Idaman (ASRI),Properti,P0398,U0116,3.8,657428.5714
ACA Asuransi Kebakaran (Standar OJK),Properti,P0399,U0172,3.8,657428.5714
Allianz Asuransi Rumahku Plus,Properti,P0400,U0189,3.3,100000
BCA Asuransi Rumah Tinggal,Properti,P0401,U0084,4.6,774000
BCA Asuransi Properti Komersial,Properti,P0402,U0142,3.6,774000
BCA Asuransi Kebakaran,Properti,P0403,U0046,4.4,769000
Asuransi Simas Ruko,Properti,P0404,U0199,3.2,200000
Simas Rumah Hemat Plus,Properti,P0405,U0141,2.9,200000
Simas Asuransi Kebakaran Property All Risks/Industrial All Risks,Properti,P0406,U0095,4.3,1785000
AXA Mandiri Asuransi Rumahku Plus,Properti,P0407,U0022,4.1,657428.5714
ACA Asuransi Rumah Idaman (ASRI),Properti,P0408,U0009,4.2,657428.5714
ACA Asuransi Kebakaran (Standar OJK),Properti,P0409,U0165,5,657428.5714
Allianz Asuransi Rumahku Plus,Properti,P0410,U0184,4.2,100000
BCA Asuransi Rumah Tinggal,Properti,P0411,U0079,5,774000
BCA Asuransi Properti Komersial,Properti,P0412,U0172,3.8,774000
BCA Asuransi Kebakaran,Properti,P0413,U0131,4.7,769000
Asuransi Simas Ruko,Properti,P0414,U0186,5,200000
Simas Rumah Hemat Plus,Properti,P0415,U0120,4,200000
Simas Asuransi Kebakaran Property All Risks/Industrial All Risks,Properti,P0416,U0059,4.2,1785000
AXA Mandiri Asuransi Rumahku Plus,Properti,P0417,U0023,5,657428.5714
ACA Asuransi Rumah Idaman (ASRI),Properti,P0418,U0090,3.5,657428.5714
ACA Asuransi Kebakaran (Standar OJK),Properti,P0419,U0016,5,657428.5714
Allianz Asuransi Rumahku Plus,Properti,P0420,U0062,3.4,100000
BCA Asuransi Rumah Tinggal,Properti,P0421,U0190,4,774000
BCA Asuransi Properti Komersial,Properti,P0422,U0197,5,774000
BCA Asuransi Kebakaran,Properti,P0423,U0006,4.8,769000
Asuransi Simas Ruko,Properti,P0424,U0042,4,200000
Simas Rumah Hemat Plus,Properti,P0425,U0122,4.5,200000
Simas Asuransi Kebakaran Property All Risks/Industrial All Risks,Properti,P0426,U0067,3.3,1785000
AXA Mandiri Asuransi Rumahku Plus,Properti,P0427,U0108,4.9,657428.5714
ACA Asuransi Rumah Idaman (ASRI),Properti,P0428,U0041,5,657428.5714
ACA Asuransi Kebakaran (Standar OJK),Properti,P0429,U0077,3.9,657428.5714
Allianz Asuransi Rumahku Plus,Properti,P0430,U0174,5,100000
BCA Asuransi Rumah Tinggal,Properti,P0431,U0132,4.8,774000
BCA Asuransi Properti Komersial,Properti,P0432,U0057,4.4,774000
BCA Asuransi Kebakaran,Properti,P0433,U0103,4.2,769000
Asuransi Simas Ruko,Properti,P0434,U0150,3.6,200000
Simas Rumah Hemat Plus,Properti,P0435,U0173,3.2,200000
Simas Asuransi Kebakaran Property All Risks/Industrial All Risks,Properti,P0436,U0167,4.6,1785000
AXA Mandiri Asuransi Rumahku Plus,Properti,P0437,U0012,3.3,657428.5714
ACA Asuransi Rumah Idaman (ASRI),Properti,P0438,U0008,5,657428.5714
ACA Asuransi Kebakaran (Standar OJK),Properti,P0439,U0045,4.1,657428.5714
Allianz Asuransi Rumahku Plus,Properti,P0440,U0060,4.7,100000
BCA Asuransi Rumah Tinggal,Properti,P0441,U0048,4.3,774000
BCA Asuransi Properti Komersial,Properti,P0442,U0074,4.6,774000
BCA Asuransi Kebakaran,Properti,P0443,U0129,4.7,769000
Asuransi Simas Ruko,Properti,P0444,U0197,4.4,200000
Simas Rumah Hemat Plus,Properti,P0445,U0104,2.9,200000
Simas Asuransi Kebakaran Property All Risks/Industrial All Risks,Properti,P0446,U0025,2.9,1785000
AXA Mandiri Asuransi Rumahku Plus,Properti,P0447,U0015,5,657428.5714
ACA Asuransi Rumah Idaman (ASRI),Properti,P0448,U0169,3.3,657428.5714
ACA Asuransi Kebakaran (Standar OJK),Properti,P0449,U0156,4.7,657428.5714
Allianz Asuransi Rumahku Plus,Properti,P0450,U0034,3.9,100000
BCA Asuransi Rumah Tinggal,Properti,P0451,U0132,2.7,774000
BCA Asuransi Properti Komersial,Properti,P0452,U0115,4.2,774000
BCA Asuransi Kebakaran,Properti,P0453,U0168,4.3,769000
Asuransi Simas Ruko,Properti,P0454,U0093,3.8,200000
Simas Rumah Hemat Plus,Properti,P0455,U0152,3.5,200000
Simas Asuransi Kebakaran Property All Risks/Industrial All Risks,Properti,P0456,U0108,4.3,1785000
AXA Mandiri Asuransi Rumahku Plus,Properti,P0457,U0173,4.9,657428.5714
ACA Asuransi Rumah Idaman (ASRI),Properti,P0458,U0137,3.5,657428.5714
ACA Asuransi Kebakaran (Standar OJK),Properti,P0459,U0114,2.4,657428.5714
Allianz Asuransi Rumahku Plus,Properti,P0460,U0016,4.4,100000
BCA Asuransi Rumah Tinggal,Properti,P0461,U0048,3.6,774000
BCA Asuransi Properti Komersial,Properti,P0462,U0199,4.6,774000
BCA Asuransi Kebakaran,Properti,P0463,U0069,3.8,769000
Asuransi Simas Ruko,Properti,P0464,U0056,3.6,200000
Simas Rumah Hemat Plus,Properti,P0465,U0114,5,200000
Simas Asuransi Kebakaran Property All Risks/Industrial All Risks,Properti,P0466,U0074,3.5,1785000
AXA Mandiri Asuransi Rumahku Plus,Properti,P0467,U0078,3.7,657428.5714
ACA Asuransi Rumah Idaman (ASRI),Properti,P0468,U0149,3.8,657428.5714
ACA Asuransi Kebakaran (Standar OJK),Properti,P0469,U0144,5,657428.5714
Allianz Asuransi Rumahku Plus,Properti,P0470,U0085,5,100000
BCA Asuransi Rumah Tinggal,Properti,P0471,U0199,4.4,774000
BCA Asuransi Properti Komersial,Properti,P0472,U0181,3.9,774000
BCA Asuransi Kebakaran,Properti,P0473,U0042,4.6,769000
Asuransi Simas Ruko,Properti,P0474,U0050,3.6,200000
Simas Rumah Hemat Plus,Properti,P0475,U0023,4.7,200000
Simas Asuransi Kebakaran Property All Risks/Industrial All Risks,Properti,P0476,U0091,2.3,1785000
AXA Mandiri Asuransi Rumahku Plus,Properti,P0477,U0163,3.8,657428.5714
ACA Asuransi Rumah Idaman (ASRI),Properti,P0478,U0079,4.2,657428.5714
ACA Asuransi Kebakaran (Standar OJK),Properti,P0479,U0156,3.8,657428.5714
Allianz Asuransi Rumahku Plus,Properti,P0480,U0106,3.8,100000
BCA Asuransi Rumah Tinggal,Properti,P0481,U0042,4.2,774000
BCA Asuransi Properti Komersial,Properti,P0482,U0190,2.9,774000
BCA Asuransi Kebakaran,Properti,P0483,U0020,4.8,769000
Asuransi Simas Ruko,Properti,P0484,U0176,2.5,200000
Simas Rumah Hemat Plus,Properti,P0485,U0128,3,200000
Simas Asuransi Kebakaran Property All Risks/Industrial All Risks,Properti,P0486,U0164,4.4,1785000
AXA Mandiri Asuransi Rumahku Plus,Properti,P0487,U0006,3.2,657428.5714
ACA Asuransi Rumah Idaman (ASRI),Properti,P0488,U0141,4.1,657428.5714
ACA Asuransi Kebakaran (Standar OJK),Properti,P0489,U0021,4.1,657428.5714
Allianz Asuransi Rumahku Plus,Properti,P0490,U0049,3.6,100000
BCA Asuransi Rumah Tinggal,Properti,P0491,U0163,3.1,774000
BCA Asuransi Properti Komersial,Properti,P0492,U0058,3.1,774000
BCA Asuransi Kebakaran,Properti,P0493,U0078,3.1,769000
Asuransi Simas Ruko,Properti,P0494,U0038,3.7,200000
Simas Rumah Hemat Plus,Properti,P0495,U0036,3.5,200000
Simas Asuransi Kebakaran Property All Risks/Industrial All Risks,Properti,P0496,U0082,3.4,1785000
AXA Mandiri Asuransi Rumahku Plus,Properti,P0497,U0130,3.7,657428.5714
ACA Asuransi Rumah Idaman (ASRI),Properti,P0498,U0099,3.4,657428.5714
ACA Asuransi Kebakaran (Standar OJK),Properti,P0499,U0165,4.4,657428.5714
Allianz Asuransi Rumahku Plus,Properti,P0500,U0153,3.8,100000
BCA Asuransi Rumah Tinggal,Properti,P0501,U0163,2.8,774000
BCA Asuransi Properti Komersial,Properti,P0502,U0004,4.5,774000
BCA Asuransi Kebakaran,Properti,P0503,U0041,3.9,769000
Asuransi Simas Ruko,Properti,P0504,U0115,4.6,200000
Simas Rumah Hemat Plus,Properti,P0505,U0062,3.8,200000
Simas Asuransi Kebakaran Property All Risks/Industrial All Risks,Properti,P0506,U0013,4.6,1785000
AXA Mandiri Asuransi Rumahku Plus,Properti,P0507,U0102,4.2,657428.5714
ACA Asuransi Rumah Idaman (ASRI),Properti,P0508,U0092,5,657428.5714
ACA Asuransi Kebakaran (Standar OJK),Properti,P0509,U0027,4.7,657428.5714
Allianz Asuransi Rumahku Plus,Properti,P0510,U0002,4,100000
BCA Asuransi Rumah Tinggal,Properti,P0511,U0041,4.5,774000
BCA Asuransi Properti Komersial,Properti,P0512,U0186,4.1,774000
BCA Asuransi Kebakaran,Properti,P0513,U0186,4.2,769000
Asuransi Simas Ruko,Properti,P0514,U0032,4.1,200000
Simas Rumah Hemat Plus,Properti,P0515,U0016,4.6,200000
Simas Asuransi Kebakaran Property All Risks/Industrial All Risks,Properti,P0516,U0140,3,1785000
AXA Mandiri Asuransi Rumahku Plus,Properti,P0517,U0118,4.2,657428.5714
ACA Asuransi Rumah Idaman (ASRI),Properti,P0518,U0025,4,657428.5714
ACA Asuransi Kebakaran (Standar OJK),Properti,P0519,U0048,4.3,657428.5714
Allianz Asuransi Rumahku Plus,Properti,P0520,U0132,3.3,100000
BCA Asuransi Rumah Tinggal,Properti,P0521,U0027,3.8,774000
BCA Asuransi Properti Komersial,Properti,P0522,U0047,3.8,774000
BCA Asuransi Kebakaran,Properti,P0523,U0195,4.2,769000
Asuransi Simas Ruko,Properti,P0524,U0125,3.1,200000
Simas Rumah Hemat Plus,Properti,P0525,U0027,3.3,200000
Simas Asuransi Kebakaran Property All Risks/Industrial All Risks,Properti,P0526,U0115,3.6,1785000
AXA Mandiri Asuransi Rumahku Plus,Properti,P0527,U0087,3.8,657428.5714
ACA Asuransi Rumah Idaman (ASRI),Properti,P0528,U0151,3.6,657428.5714
ACA Asuransi Kebakaran (Standar OJK),Properti,P0529,U0015,4.8,657428.5714
Allianz Asuransi Rumahku Plus,Properti,P0530,U0181,4.5,100000
BCA Asuransi Rumah Tinggal,Properti,P0531,U0056,5,774000
BCA Asuransi Properti Komersial,Properti,P0532,U0162,3.1,774000
BCA Asuransi Kebakaran,Properti,P0533,U0059,3.4,769000
Asuransi Simas Ruko,Properti,P0534,U0109,2.9,200000
Simas Rumah Hemat Plus,Properti,P0535,U0024,3.4,200000
Simas Asuransi Kebakaran Property All Risks/Industrial All Risks,Properti,P0536,U0068,4.8,1785000
AXA Mandiri Asuransi Rumahku Plus,Properti,P0537,U0064,4.7,657428.5714
ACA Asuransi Rumah Idaman (ASRI),Properti,P0538,U0198,3.7,657428.5714
ACA Asuransi Kebakaran (Standar OJK),Properti,P0539,U0181,4.2,657428.5714
Allianz Asuransi Rumahku Plus,Properti,P0540,U0074,3.5,100000
BCA Asuransi Rumah Tinggal,Properti,P0541,U0078,5,774000
BCA Asuransi Properti Komersial,Properti,P0542,U0032,3.6,774000
BCA Asuransi Kebakaran,Properti,P0543,U0039,5,769000
Asuransi Simas Ruko,Properti,P0544,U0164,4.5,200000
Simas Rumah Hemat Plus,Properti,P0545,U0038,4.9,200000
Simas Asuransi Kebakaran Property All Risks/Industrial All Risks,Properti,P0546,U0113,3.6,1785000
AXA Mandiri Asuransi Rumahku Plus,Properti,P0547,U0128,3.8,657428.5714
ACA Asuransi Rumah Idaman (ASRI),Properti,P0548,U0184,3.4,657428.5714
ACA Asuransi Kebakaran (Standar OJK),Properti,P0549,U0143,4.5,657428.5714
Allianz Asuransi Rumahku Plus,Properti,P0550,U0055,5,100000
BCA Asuransi Rumah Tinggal,Properti,P0551,U0006,3.6,774000
BCA Asuransi Properti Komersial,Properti,P0552,U0007,3.6,774000
BCA Asuransi Kebakaran,Properti,P0553,U0175,4.2,769000
Asuransi Simas Ruko,Properti,P0554,U0128,3.1,200000
Simas Rumah Hemat Plus,Properti,P0555,U0120,3.2,200000
Simas Asuransi Kebakaran Property All Risks/Industrial All Risks,Properti,P0556,U0173,4,1785000
AXA Mandiri Asuransi Rumahku Plus,Properti,P0557,U0180,4.2,657428.5714
ACA Asuransi Rumah Idaman (ASRI),Properti,P0558,U0073,4.2,657428.5714
ACA Asuransi Kebakaran (Standar OJK),Properti,P0559,U0185,2.2,657428.5714
Allianz Asuransi Rumahku Plus,Properti,P0560,U0056,3.5,100000
BCA Asuransi Rumah Tinggal,Properti,P0561,U0193,3.5,774000
BCA Asuransi Properti Komersial,Properti,P0562,U0045,2.4,774000
BCA Asuransi Kebakaran,Properti,P0563,U0025,3.8,769000
Asuransi Simas Ruko,Properti,P0564,U0101,5,200000
Simas Rumah Hemat Plus,Properti,P0565,U0005,5,200000
Simas Asuransi Kebakaran Property All Risks/Industrial All Risks,Properti,P0566,U0150,4.1,1785000
AXA Mandiri Asuransi Rumahku Plus,Properti,P0567,U0137,3.5,657428.5714
ACA Asuransi Rumah Idaman (ASRI),Properti,P0568,U0142,4.2,657428.5714
ACA Asuransi Kebakaran (Standar OJK),Properti,P0569,U0085,4.3,657428.5714
Allianz Asuransi Rumahku Plus,Properti,P0570,U0002,3.3,100000
BCA Asuransi Rumah Tinggal,Properti,P0571,U0020,4.5,774000
BCA Asuransi Properti Komersial,Properti,P0572,U0138,4.1,774000
BCA Asuransi Kebakaran,Properti,P0573,U0165,3.7,769000
Asuransi Simas Ruko,Properti,P0574,U0070,3.6,200000
Simas Rumah Hemat Plus,Properti,P0575,U0044,3.8,200000
Simas Asuransi Kebakaran Property All Risks/Industrial All Risks,Properti,P0576,U0195,3.7,1785000
AXA Mandiri Asuransi Rumahku Plus,Properti,P0577,U0199,3.8,657428.5714
ACA Asuransi Rumah Idaman (ASRI),Properti,P0578,U0070,3.4,657428.5714
ACA Asuransi Kebakaran (Standar OJK),Properti,P0579,U0078,3.8,657428.5714
Allianz Asuransi Rumahku Plus,Properti,P0580,U0055,4.6,100000
BCA Asuransi Rumah Tinggal,Properti,P0581,U0126,3.8,774000
BCA Asuransi Properti Komersial,Properti,P0582,U0045,5,774000
BCA Asuransi Kebakaran,Properti,P0583,U0040,4.9,769000
Asuransi Simas Ruko,Properti,P0584,U0112,4.6,200000
Simas Rumah Hemat Plus,Properti,P0585,U0075,4,200000
Simas Asuransi Kebakaran Property All Risks/Industrial All Risks,Properti,P0586,U0019,4.5,1785000
AXA Mandiri Asuransi Rumahku Plus,Properti,P0587,U0089,4,657428.5714
ACA Asuransi Rumah Idaman (ASRI),Properti,P0588,U0188,4.1,657428.5714
ACA Asuransi Kebakaran (Standar OJK),Properti,P0589,U0108,3.9,657428.5714
Allianz Asuransi Rumahku Plus,Properti,P0590,U0028,3.9,100000
BCA Asuransi Rumah Tinggal,Properti,P0591,U0200,2.6,774000
BCA Asuransi Properti Komersial,Properti,P0592,U0190,4.4,774000
BCA Asuransi Kebakaran,Properti,P0593,U0078,4.3,769000
Asuransi Simas Ruko,Properti,P0594,U0199,3.8,200000
Simas Rumah Hemat Plus,Properti,P0595,U0010,3.1,200000
Simas Asuransi Kebakaran Property All Risks/Industrial All Risks,Properti,P0596,U0090,4.3,1785000
AXA Mandiri Asuransi Rumahku Plus,Properti,P0597,U0130,4.2,657428.5714
ACA Asuransi Rumah Idaman (ASRI),Properti,P0598,U0132,4.7,657428.5714
ACA Asuransi Kebakaran (Standar OJK),Properti,P0599,U0134,5,657428.5714
Allianz Asuransi Rumahku Plus,Properti,P0600,U0007,4.7,100000
BCA Asuransi Rumah Tinggal,Properti,P0601,U0149,4.8,774000
BCA Asuransi Properti Komersial,Properti,P0602,U0108,3.6,774000
BCA Asuransi Kebakaran,Properti,P0603,U0166,4.4,769000
Asuransi Simas Ruko,Properti,P0604,U0007,3.4,200000
Simas Rumah Hemat Plus,Properti,P0605,U0185,3.7,200000
Simas Asuransi Kebakaran Property All Risks/Industrial All Risks,Properti,P0606,U0004,2.3,1785000
AXA Mandiri Asuransi Rumahku Plus,Properti,P0607,U0186,5,657428.5714
ACA Asuransi Rumah Idaman (ASRI),Properti,P0608,U0054,3.6,657428.5714
ACA Asuransi Kebakaran (Standar OJK),Properti,P0609,U0188,3.7,657428.5714
Allianz Asuransi Rumahku Plus,Properti,P0610,U0109,4.2,100000
BCA Asuransi Rumah Tinggal,Properti,P0611,U0025,3.8,774000
BCA Asuransi Properti Komersial,Properti,P0612,U0131,3.6,774000
BCA Asuransi Kebakaran,Properti,P0613,U0029,4,769000
Asuransi Simas Ruko,Properti,P0614,U0165,3.6,200000
Simas Rumah Hemat Plus,Properti,P0615,U0177,3.3,200000
Simas Asuransi Kebakaran Property All Risks/Industrial All Risks,Properti,P0616,U0056,5,1785000
AXA Mandiri Asuransi Rumahku Plus,Properti,P0617,U0068,4.1,657428.5714
ACA Asuransi Rumah Idaman (ASRI),Properti,P0618,U0169,4.6,657428.5714
ACA Asuransi Kebakaran (Standar OJK),Properti,P0619,U0120,4.5,657428.5714
Allianz Asuransi Rumahku Plus,Properti,P0620,U0020,3.4,100000
BCA Asuransi Rumah Tinggal,Properti,P0621,U0171,3.8,774000
BCA Asuransi Properti Komersial,Properti,P0622,U0162,4.6,774000
BCA Asuransi Kebakaran,Properti,P0623,U0120,4.3,769000
Asuransi Simas Ruko,Properti,P0624,U0138,4.1,200000
Simas Rumah Hemat Plus,Properti,P0625,U0174,3.6,200000
Simas Asuransi Kebakaran Property All Risks/Industrial All Risks,Properti,P0626,U0112,3.8,1785000
AXA Mandiri Asuransi Rumahku Plus,Properti,P0627,U0121,3.3,657428.5714
ACA Asuransi Rumah Idaman (ASRI),Properti,P0628,U0093,4.5,657428.5714
ACA Asuransi Kebakaran (Standar OJK),Properti,P0629,U0068,5,657428.5714
Allianz Asuransi Rumahku Plus,Properti,P0630,U0148,2.5,100000
BCA Asuransi Rumah Tinggal,Properti,P0631,U0191,4.8,774000
BCA Asuransi Properti Komersial,Properti,P0632,U0172,3.8,774000
BCA Asuransi Kebakaran,Properti,P0633,U0118,5,769000
Asuransi Simas Ruko,Properti,P0634,U0131,3.9,200000
Simas Rumah Hemat Plus,Properti,P0635,U0181,4.6,200000
Simas Asuransi Kebakaran Property All Risks/Industrial All Risks,Properti,P0636,U0157,4.3,1785000
AXA Mandiri Asuransi Rumahku Plus,Properti,P0637,U0148,2.4,657428.5714
ACA Asuransi Rumah Idaman (ASRI),Properti,P0638,U0181,4.5,657428.5714
ACA Asuransi Kebakaran (Standar OJK),Properti,P0639,U0058,3,657428.5714
Allianz Asuransi Rumahku Plus,Properti,P0640,U0069,4.3,100000
BCA Asuransi Rumah Tinggal,Properti,P0641,U0061,4.4,774000
BCA Asuransi Properti Komersial,Properti,P0642,U0129,3.3,774000
BCA Asuransi Kebakaran,Properti,P0643,U0063,5,769000
Asuransi Simas Ruko,Properti,P0644,U0019,4.1,200000
Simas Rumah Hemat Plus,Properti,P0645,U0189,4,200000
Simas Asuransi Kebakaran Property All Risks/Industrial All Risks,Properti,P0646,U0164,5,1785000
AXA Mandiri Asuransi Rumahku Plus,Properti,P0647,U0159,4.4,657428.5714
ACA Asuransi Rumah Idaman (ASRI),Properti,P0648,U0077,4.5,657428.5714
ACA Asuransi Kebakaran (Standar OJK),Properti,P0649,U0088,3.9,657428.5714
Allianz Asuransi Rumahku Plus,Properti,P0650,U0038,2.6,100000
BCA Asuransi Rumah Tinggal,Properti,P0651,U0139,4.9,774000
BCA Asuransi Properti Komersial,Properti,P0652,U0070,4.3,774000
BCA Asuransi Kebakaran,Properti,P0653,U0082,4.3,769000
Asuransi Simas Ruko,Properti,P0654,U0189,4.3,200000
Simas Rumah Hemat Plus,Properti,P0655,U0089,3.9,200000
Simas Asuransi Kebakaran Property All Risks/Industrial All Risks,Properti,P0656,U0011,3,1785000
AXA Mandiri Asuransi Rumahku Plus,Properti,P0657,U0154,3.4,657428.5714
ACA Asuransi Rumah Idaman (ASRI),Properti,P0658,U0082,4,657428.5714
ACA Asuransi Kebakaran (Standar OJK),Properti,P0659,U0144,3.5,657428.5714
Allianz Asuransi Rumahku Plus,Properti,P0660,U0180,2.3,100000
BCA Asuransi Rumah Tinggal,Properti,P0661,U0126,5,774000
BCA Asuransi Properti Komersial,Properti,P0662,U0075,4.5,774000
BCA Asuransi Kebakaran,Properti,P0663,U0044,4.3,769000
Asuransi Simas Ruko,Properti,P0664,U0114,4.8,200000
Simas Rumah Hemat Plus,Properti,P0665,U0106,3.4,200000
Simas Asuransi Kebakaran Property All Risks/Industrial All Risks,Properti,P0666,U0110,3.6,1785000
AXA Mandiri Asuransi Rumahku Plus,Properti,P0667,U0130,4.3,657428.5714
ACA Asuransi Rumah Idaman (ASRI),Properti,P0668,U0102,3.1,657428.5714
ACA Asuransi Kebakaran (Standar OJK),Properti,P0669,U0113,4.2,657428.5714
Allianz Asuransi Rumahku Plus,Properti,P0670,U0085,3.2,100000
BCA Asuransi Rumah Tinggal,Properti,P0671,U0170,3.4,774000
BCA Asuransi Properti Komersial,Properti,P0672,U0163,4.3,774000
BCA Asuransi Kebakaran,Properti,P0673,U0150,4.5,769000
Asuransi Simas Ruko,Properti,P0674,U0195,3.8,200000
Simas Rumah Hemat Plus,Properti,P0675,U0025,4.2,200000
Simas Asuransi Kebakaran Property All Risks/Industrial All Risks,Properti,P0676,U0011,2.8,1785000
AXA Mandiri Asuransi Rumahku Plus,Properti,P0677,U0047,3.5,657428.5714
ACA Asuransi Rumah Idaman (ASRI),Properti,P0678,U0034,2.3,657428.5714
ACA Asuransi Kebakaran (Standar OJK),Properti,P0679,U0197,4.1,657428.5714
Allianz Asuransi Rumahku Plus,Properti,P0680,U0111,5,100000
BCA Asuransi Rumah Tinggal,Properti,P0681,U0053,3.3,774000
BCA Asuransi Properti Komersial,Properti,P0682,U0079,4.9,774000
BCA Asuransi Kebakaran,Properti,P0683,U0084,2.7,769000
Asuransi Simas Ruko,Properti,P0684,U0112,5,200000
Simas Rumah Hemat Plus,Properti,P0685,U0019,3.7,200000
Simas Asuransi Kebakaran Property All Risks/Industrial All Risks,Properti,P0686,U0197,3.9,1785000
AXA Mandiri Asuransi Rumahku Plus,Properti,P0687,U0149,2.3,657428.5714
ACA Asuransi Rumah Idaman (ASRI),Properti,P0688,U0041,4.9,657428.5714
ACA Asuransi Kebakaran (Standar OJK),Properti,P0689,U0163,3.3,657428.5714
Allianz Asuransi Rumahku Plus,Properti,P0690,U0108,3.9,100000
BCA Asuransi Rumah Tinggal,Properti,P0691,U0109,4.9,774000
BCA Asuransi Properti Komersial,Properti,P0692,U0139,2.8,774000
BCA Asuransi Kebakaran,Properti,P0693,U0067,3.7,769000
Asuransi Simas Ruko,Properti,P0694,U0116,4,200000
Simas Rumah Hemat Plus,Properti,P0695,U0120,3.7,200000
Simas Asuransi Kebakaran Property All Risks/Industrial All Risks,Properti,P0696,U0097,3.2,1785000
AXA Mandiri Asuransi Rumahku Plus,Properti,P0697,U0053,3.2,657428.5714
ACA Asuransi Rumah Idaman (ASRI),Properti,P0698,U0048,4.6,657428.5714
ACA Asuransi Kebakaran (Standar OJK),Properti,P0699,U0147,3.5,657428.5714
Allianz Asuransi Rumahku Plus,Properti,P0700,U0170,5,100000
BCA Asuransi Rumah Tinggal,Properti,P0701,U0103,3,774000
BCA Asuransi Properti Komersial,Properti,P0702,U0179,3.8,774000
BCA Asuransi Kebakaran,Properti,P0703,U0031,3.8,769000
Asuransi Simas Ruko,Properti,P0704,U0175,4.1,200000
Simas Rumah Hemat Plus,Properti,P0705,U0031,4.4,200000
Simas Asuransi Kebakaran Property All Risks/Industrial All Risks,Properti,P0706,U0007,3.7,1785000
AXA Mandiri Asuransi Rumahku Plus,Properti,P0707,U0196,4.1,657428.5714
ACA Asuransi Rumah Idaman (ASRI),Properti,P0708,U0153,4.1,657428.5714
ACA Asuransi Kebakaran (Standar OJK),Properti,P0709,U0112,3.4,657428.5714
Allianz Asuransi Rumahku Plus,Properti,P0710,U0097,5,100000
BCA Asuransi Rumah Tinggal,Properti,P0711,U0091,3.6,774000
BCA Asuransi Properti Komersial,Properti,P0712,U0192,3.8,774000
BCA Asuransi Kebakaran,Properti,P0713,U0080,3.8,769000
Asuransi Simas Ruko,Properti,P0714,U0068,4.3,200000
Simas Rumah Hemat Plus,Properti,P0715,U0194,2.7,200000
Simas Asuransi Kebakaran Property All Risks/Industrial All Risks,Properti,P0716,U0180,4.1,1785000
AXA Mandiri Asuransi Rumahku Plus,Properti,P0717,U0171,3.5,657428.5714
ACA Asuransi Rumah Idaman (ASRI),Properti,P0718,U0193,5,657428.5714
ACA Asuransi Kebakaran (Standar OJK),Properti,P0719,U0130,2.8,657428.5714
