Nama Asuransi,kategori,produk_id,user_id,Rating,Premi Asuransi
Insureka Asuransi Mobil Comprehensive,Kendaraan,P0364,U0012,4.2,1106040
Insureka Asuransi Mobil Wuling,Kendaraan,P0365,U0086,4.6,896610
Insureka Asuransi Mobil BYD,Kendaraan,P0366,U0151,3.4,1030320
ACA Otomate,Kendaraan,P0367,U0066,5,366000
ACA Otomate Smart,Kendaraan,P0368,U0151,3.9,306000
ACA Otomate Solitaire,Kendaraan,P0369,U0112,3.2,360000
Asuransi Kendaraan Bermotor Simas,Kendaraan,P0370,U0034,4.8,100000
Asuransi Simas Mobil Exclusive,Kendaraan,P0371,U0105,5,100000
Asuransi Kendaraan Bermotor Simas,Kendaraan,P0372,U0166,3.7,100000
Asuransi Simas Mikro Autobike,Kendaraan,P0373,U0153,3.4,50000
Asurasni Simas Mobil Bonus,Kendaraan,P0374,U0109,4.8,100000
Tugu Pratama Indonesia Asuransi TLO,Kendaraan,P0375,U0187,3.9,420000
Tugu Pratama Indonesia Asuransi All risk,Kendaraan,P0376,U0146,4.8,2100000
Adira Autocillin Asuransi TLO,Kendaraan,P0377,U0194,4.1,862800
Adira Autocillin Asuransi All risk,Kendaraan,P0378,U0190,3.2,3377700
MAG Asuransi TLO,Kendaraan,P0379,U0060,4,420000
MAG Asuransi All risk,Kendaraan,P0380,U0005,4.9,2316000
Alliannz Asuransi TLO,Kendaraan,P0381,U0164,3.9,466800
Allianz Asuransi All risk,Kendaraan,P0382,U0103,3.8,2908008
Tokio Marine Asuransi TLO,Kendaraan,P0383,U0009,4.7,432000
Tokio Marine Asuransi All risk,Kendaraan,P0384,U0076,4.2,2460000
Insureka Asuransi Mobil,Kendaraan,P0385,U0110,4,1054166
Insureka Asuransi Mobil All Risk,Kendaraan,P0386,U0018,4.3,1106040
Insureka Asuransi Mobil TLO,Kendaraan,P0387,U0027,3.4,1106040
Insureka Asuransi Mobil Comprehensive,Kendaraan,P0388,U0186,3.9,1106040
Insureka Asuransi Mobil Wuling,Kendaraan,P0389,U0043,4.2,896610
Insureka Asuransi Mobil BYD,Kendaraan,P0390,U0054,4.5,1030320
ACA Otomate,Kendaraan,P0391,U0139,4.1,366000
ACA Otomate Smart,Kendaraan,P0392,U0028,4.7,306000
ACA Otomate Solitaire,Kendaraan,P0393,U0092,4.3,360000
Asuransi Kendaraan Bermotor Simas,Kendaraan,P0394,U0097,4.3,100000
Asuransi Simas Mobil Exclusive,Kendaraan,P0395,U0068,3.1,100000
Asuransi Kendaraan Bermotor Simas,Kendaraan,P0396,U0091,4.2,100000
Asuransi Simas Mikro Autobike,Kendaraan,P0397,U0016,2.8,50000
Asurasni Simas Mobil Bonus,Kendaraan,P0398,U0181,4.9,100000
Tugu Pratama Indonesia Asuransi TLO,Kendaraan,P0399,U0106,3.7,420000
Tugu Pratama Indonesia Asuransi All risk,Kendaraan,P0400,U0036,4.1,2100000
Adira Autocillin Asuransi TLO,Kendaraan,P0401,U0178,3.6,862800
Adira Autocillin Asuransi All risk,Kendaraan,P0402,U0083,2.5,3377700
MAG Asuransi TLO,Kendaraan,P0403,U0022,4.5,420000
MAG Asuransi All risk,Kendaraan,P0404,U0161,3.9,2316000
Alliannz Asuransi TLO,Kendaraan,P0405,U0030,4,466800
Allianz Asuransi All risk,Kendaraan,P0406,U0164,4.2,2908008
Tokio Marine Asuransi TLO,Kendaraan,P0407,U0159,4.6,432000
Tokio Marine Asuransi All risk,Kendaraan,P0408,U0081,4,2460000
Insureka Asuransi Mobil,Kendaraan,P0409,U0004,4.3,1054166
Insureka Asuransi Mobil All Risk,Kendaraan,P0410,U0116,3.8,1106040
Insureka Asuransi Mobil TLO,Kendaraan,P0411,U0058,4.5,1106040
Insureka Asuransi Mobil Comprehensive,Kendaraan,P0412,U0005,4.5,1106040
Insureka Asuransi Mobil Wuling,Kendaraan,P0413,U0182,3.1,896610
Insureka Asuransi Mobil BYD,Kendaraan,P0414,U0076,4.4,1030320
ACA Otomate,Kendaraan,P0415,U0068,3.9,366000
ACA Otomate Smart,Kendaraan,P0416,U0040,5,306000
ACA Otomate Solitaire,Kendaraan,P0417,U0167,4.4,360000
Asuransi Kendaraan Bermotor Simas,Kendaraan,P0418,U0147,3.7,100000
Asuransi Simas Mobil Exclusive,Kendaraan,P0419,U0104,5,100000
Asuransi Kendaraan Bermotor Simas,Kendaraan,P0420,U0176,4.2,100000
Asuransi Simas Mikro Autobike,Kendaraan,P0421,U0199,3.9,50000
Asurasni Simas Mobil Bonus,Kendaraan,P0422,U0069,3.6,100000
Tugu Pratama Indonesia Asuransi TLO,Kendaraan,P0423,U0143,3.7,420000
Tugu Pratama Indonesia Asuransi All risk,Kendaraan,P0424,U0017,4.5,2100000
Adira Autocillin Asuransi TLO,Kendaraan,P0425,U0158,5,862800
Adira Autocillin Asuransi All risk,Kendaraan,P0426,U0156,4.7,3377700
MAG Asuransi TLO,Kendaraan,P0427,U0063,4.5,420000
MAG Asuransi All risk,Kendaraan,P0428,U0065,4.4,2316000
Alliannz Asuransi TLO,Kendaraan,P0429,U0152,3.4,466800
Allianz Asuransi All risk,Kendaraan,P0430,U0013,4.2,2908008
Tokio Marine Asuransi TLO,Kendaraan,P0431,U0080,4.3,432000
Tokio Marine Asuransi All risk,Kendaraan,P0432,U0036,4.2,2460000
Insureka Asuransi Mobil,Kendaraan,P0433,U0178,2.8,1054166
Insureka Asuransi Mobil All Risk,Kendaraan,P0434,U0089,4,1106040
Insureka Asuransi Mobil TLO,Kendaraan,P0435,U0116,5,1106040
Insureka Asuransi Mobil Comprehensive,Kendaraan,P0436,U0185,4,1106040
Insureka Asuransi Mobil Wuling,Kendaraan,P0437,U0169,3.7,896610
Insureka Asuransi Mobil BYD,Kendaraan,P0438,U0158,4,1030320
ACA Otomate,Kendaraan,P0439,U0042,3.1,366000
ACA Otomate Smart,Kendaraan,P0440,U0188,3.4,306000
ACA Otomate Solitaire,Kendaraan,P0441,U0002,5,360000
Asuransi Kendaraan Bermotor Simas,Kendaraan,P0442,U0109,4.1,100000
Asuransi Simas Mobil Exclusive,Kendaraan,P0443,U0113,4.1,100000
Asuransi Kendaraan Bermotor Simas,Kendaraan,P0444,U0177,3.2,100000
Asuransi Simas Mikro Autobike,Kendaraan,P0445,U0090,5,50000
Asurasni Simas Mobil Bonus,Kendaraan,P0446,U0035,3.8,100000
Tugu Pratama Indonesia Asuransi TLO,Kendaraan,P0447,U0118,4.4,420000
Tugu Pratama Indonesia Asuransi All risk,Kendaraan,P0448,U0011,4.6,2100000
Adira Autocillin Asuransi TLO,Kendaraan,P0449,U0073,3,862800
Adira Autocillin Asuransi All risk,Kendaraan,P0450,U0186,4.4,3377700
MAG Asuransi TLO,Kendaraan,P0451,U0098,3.9,420000
MAG Asuransi All risk,Kendaraan,P0452,U0171,4.2,2316000
Alliannz Asuransi TLO,Kendaraan,P0453,U0020,3,466800
Allianz Asuransi All risk,Kendaraan,P0454,U0018,4.8,2908008
Tokio Marine Asuransi TLO,Kendaraan,P0455,U0061,3.2,432000
Tokio Marine Asuransi All risk,Kendaraan,P0456,U0079,4.7,2460000
Insureka Asuransi Mobil,Kendaraan,P0457,U0168,3.7,1054166
Insureka Asuransi Mobil All Risk,Kendaraan,P0458,U0026,3.3,1106040
Insureka Asuransi Mobil TLO,Kendaraan,P0459,U0199,2.9,1106040
Insureka Asuransi Mobil Comprehensive,Kendaraan,P0460,U0030,4.1,1106040
Insureka Asuransi Mobil Wuling,Kendaraan,P0461,U0029,4.2,896610
Insureka Asuransi Mobil BYD,Kendaraan,P0462,U0004,4.7,1030320
ACA Otomate,Kendaraan,P0463,U0002,4.8,366000
ACA Otomate Smart,Kendaraan,P0464,U0098,4.2,306000
ACA Otomate Solitaire,Kendaraan,P0465,U0195,4.2,360000
Asuransi Kendaraan Bermotor Simas,Kendaraan,P0466,U0001,4.3,100000
Asuransi Simas Mobil Exclusive,Kendaraan,P0467,U0083,3.5,100000
Asuransi Kendaraan Bermotor Simas,Kendaraan,P0468,U0193,4.5,100000
Asuransi Simas Mikro Autobike,Kendaraan,P0469,U0189,4.1,50000
Asurasni Simas Mobil Bonus,Kendaraan,P0470,U0135,4.2,100000
Tugu Pratama Indonesia Asuransi TLO,Kendaraan,P0471,U0180,3.7,420000
Tugu Pratama Indonesia Asuransi All risk,Kendaraan,P0472,U0110,4.1,2100000
Adira Autocillin Asuransi TLO,Kendaraan,P0473,U0077,4.2,862800
Adira Autocillin Asuransi All risk,Kendaraan,P0474,U0184,3.4,3377700
MAG Asuransi TLO,Kendaraan,P0475,U0158,4,420000
MAG Asuransi All risk,Kendaraan,P0476,U0193,3.3,2316000
Alliannz Asuransi TLO,Kendaraan,P0477,U0113,4.5,466800
Allianz Asuransi All risk,Kendaraan,P0478,U0107,3.3,2908008
Tokio Marine Asuransi TLO,Kendaraan,P0479,U0165,2.9,432000
Tokio Marine Asuransi All risk,Kendaraan,P0480,U0153,4.9,2460000
Insureka Asuransi Mobil,Kendaraan,P0481,U0120,3.6,1054166
Insureka Asuransi Mobil All Risk,Kendaraan,P0482,U0025,4.7,1106040
Insureka Asuransi Mobil TLO,Kendaraan,P0483,U0137,4.7,1106040
Insureka Asuransi Mobil Comprehensive,Kendaraan,P0484,U0197,3.8,1106040
Insureka Asuransi Mobil Wuling,Kendaraan,P0485,U0089,4,896610
Insureka Asuransi Mobil BYD,Kendaraan,P0486,U0006,4.6,1030320
ACA Otomate,Kendaraan,P0487,U0122,3.5,366000
ACA Otomate Smart,Kendaraan,P0488,U0090,3.7,306000
ACA Otomate Solitaire,Kendaraan,P0489,U0060,3.3,360000
Asuransi Kendaraan Bermotor Simas,Kendaraan,P0490,U0160,4.5,100000
Asuransi Simas Mobil Exclusive,Kendaraan,P0491,U0102,4,100000
Asuransi Kendaraan Bermotor Simas,Kendaraan,P0492,U0046,4.7,100000
Asuransi Simas Mikro Autobike,Kendaraan,P0493,U0096,3.9,50000
Asurasni Simas Mobil Bonus,Kendaraan,P0494,U0197,3.1,100000
Tugu Pratama Indonesia Asuransi TLO,Kendaraan,P0495,U0035,4.6,420000
Tugu Pratama Indonesia Asuransi All risk,Kendaraan,P0496,U0180,3.7,2100000
Adira Autocillin Asuransi TLO,Kendaraan,P0497,U0002,2.9,862800
Adira Autocillin Asuransi All risk,Kendaraan,P0498,U0031,3.7,3377700
MAG Asuransi TLO,Kendaraan,P0499,U0039,4.9,420000
MAG Asuransi All risk,Kendaraan,P0500,U0158,2.8,2316000
Alliannz Asuransi TLO,Kendaraan,P0501,U0028,4,466800
Allianz Asuransi All risk,Kendaraan,P0502,U0087,5,2908008
Tokio Marine Asuransi TLO,Kendaraan,P0503,U0097,4.2,432000
Tokio Marine Asuransi All risk,Kendaraan,P0504,U0019,3,2460000
Insureka Asuransi Mobil,Kendaraan,P0505,U0063,4.1,1054166
Insureka Asuransi Mobil All Risk,Kendaraan,P0506,U0140,4.9,1106040
Insureka Asuransi Mobil TLO,Kendaraan,P0507,U0027,3,1106040
Insureka Asuransi Mobil Comprehensive,Kendaraan,P0508,U0125,3.3,1106040
Insureka Asuransi Mobil Wuling,Kendaraan,P0509,U0122,4.2,896610
Insureka Asuransi Mobil BYD,Kendaraan,P0510,U0012,2.4,1030320
ACA Otomate,Kendaraan,P0511,U0026,3.8,366000
ACA Otomate Smart,Kendaraan,P0512,U0069,4.6,306000
ACA Otomate Solitaire,Kendaraan,P0513,U0096,4.5,360000
Asuransi Kendaraan Bermotor Simas,Kendaraan,P0514,U0051,4,100000
Asuransi Simas Mobil Exclusive,Kendaraan,P0515,U0161,3.7,100000
Asuransi Kendaraan Bermotor Simas,Kendaraan,P0516,U0111,3.2,100000
Asuransi Simas Mikro Autobike,Kendaraan,P0517,U0196,3.5,50000
Asurasni Simas Mobil Bonus,Kendaraan,P0518,U0100,3.2,100000
Tugu Pratama Indonesia Asuransi TLO,Kendaraan,P0519,U0050,4.6,420000
Tugu Pratama Indonesia Asuransi All risk,Kendaraan,P0520,U0153,5,2100000
Adira Autocillin Asuransi TLO,Kendaraan,P0521,U0083,4,862800
Adira Autocillin Asuransi All risk,Kendaraan,P0522,U0005,4.1,3377700
MAG Asuransi TLO,Kendaraan,P0523,U0068,3.5,420000
MAG Asuransi All risk,Kendaraan,P0524,U0074,2.7,2316000
Alliannz Asuransi TLO,Kendaraan,P0525,U0129,4.4,466800
Allianz Asuransi All risk,Kendaraan,P0526,U0085,3.8,2908008
Tokio Marine Asuransi TLO,Kendaraan,P0527,U0098,5,432000
Tokio Marine Asuransi All risk,Kendaraan,P0528,U0188,4.5,2460000
Insureka Asuransi Mobil,Kendaraan,P0529,U0153,4.4,1054166
Insureka Asuransi Mobil All Risk,Kendaraan,P0530,U0114,4.9,1106040
Insureka Asuransi Mobil TLO,Kendaraan,P0531,U0107,4.4,1106040
Insureka Asuransi Mobil Comprehensive,Kendaraan,P0532,U0095,5,1106040
Insureka Asuransi Mobil Wuling,Kendaraan,P0533,U0172,4.3,896610
Insureka Asuransi Mobil BYD,Kendaraan,P0534,U0075,3.8,1030320
ACA Otomate,Kendaraan,P0535,U0078,3.9,366000
ACA Otomate Smart,Kendaraan,P0536,U0112,3.2,306000
ACA Otomate Solitaire,Kendaraan,P0537,U0017,4.4,360000
Asuransi Kendaraan Bermotor Simas,Kendaraan,P0538,U0187,4.1,100000
Asuransi Simas Mobil Exclusive,Kendaraan,P0539,U0084,4.7,100000
Asuransi Kendaraan Bermotor Simas,Kendaraan,P0540,U0038,3.7,100000
Asuransi Simas Mikro Autobike,Kendaraan,P0541,U0116,3.3,50000
Asurasni Simas Mobil Bonus,Kendaraan,P0542,U0072,4.3,100000
Tugu Pratama Indonesia Asuransi TLO,Kendaraan,P0543,U0195,3.3,420000
Tugu Pratama Indonesia Asuransi All risk,Kendaraan,P0544,U0021,3.5,2100000
Adira Autocillin Asuransi TLO,Kendaraan,P0545,U0196,4.8,862800
Adira Autocillin Asuransi All risk,Kendaraan,P0546,U0110,5,3377700
MAG Asuransi TLO,Kendaraan,P0547,U0153,3.4,420000
MAG Asuransi All risk,Kendaraan,P0548,U0157,3.8,2316000
Alliannz Asuransi TLO,Kendaraan,P0549,U0110,4.1,466800
Allianz Asuransi All risk,Kendaraan,P0550,U0092,4.7,2908008
Tokio Marine Asuransi TLO,Kendaraan,P0551,U0159,3.3,432000
Tokio Marine Asuransi All risk,Kendaraan,P0552,U0190,3.9,2460000
Insureka Asuransi Mobil,Kendaraan,P0553,U0139,2.7,1054166
Insureka Asuransi Mobil All Risk,Kendaraan,P0554,U0081,3.4,1106040
Insureka Asuransi Mobil TLO,Kendaraan,P0555,U0071,4.2,1106040
Insureka Asuransi Mobil Comprehensive,Kendaraan,P0556,U0112,4.1,1106040
Insureka Asuransi Mobil Wuling,Kendaraan,P0557,U0183,4.4,896610
Insureka Asuransi Mobil BYD,Kendaraan,P0558,U0065,3.2,1030320
ACA Otomate,Kendaraan,P0559,U0198,4,366000
ACA Otomate Smart,Kendaraan,P0560,U0155,4.2,306000
ACA Otomate Solitaire,Kendaraan,P0561,U0132,3.8,360000
Asuransi Kendaraan Bermotor Simas,Kendaraan,P0562,U0028,3.4,100000
Asuransi Simas Mobil Exclusive,Kendaraan,P0563,U0058,3.4,100000
Asuransi Kendaraan Bermotor Simas,Kendaraan,P0564,U0121,4.1,100000
Asuransi Simas Mikro Autobike,Kendaraan,P0565,U0051,4.7,50000
Asurasni Simas Mobil Bonus,Kendaraan,P0566,U0045,3.3,100000
Tugu Pratama Indonesia Asuransi TLO,Kendaraan,P0567,U0175,4.1,420000
Tugu Pratama Indonesia Asuransi All risk,Kendaraan,P0568,U0013,3.5,2100000
Adira Autocillin Asuransi TLO,Kendaraan,P0569,U0028,4.4,862800
Adira Autocillin Asuransi All risk,Kendaraan,P0570,U0184,3.5,3377700
MAG Asuransi TLO,Kendaraan,P0571,U0034,4.4,420000
MAG Asuransi All risk,Kendaraan,P0572,U0192,4.2,2316000
Alliannz Asuransi TLO,Kendaraan,P0573,U0110,3.8,466800
Allianz Asuransi All risk,Kendaraan,P0574,U0003,4.3,2908008
Tokio Marine Asuransi TLO,Kendaraan,P0575,U0137,4.2,432000
Tokio Marine Asuransi All risk,Kendaraan,P0576,U0121,4.1,2460000
Insureka Asuransi Mobil,Kendaraan,P0577,U0100,4.2,1054166
Insureka Asuransi Mobil All Risk,Kendaraan,P0578,U0094,4.2,1106040
Insureka Asuransi Mobil TLO,Kendaraan,P0579,U0003,3.8,1106040
Insureka Asuransi Mobil Comprehensive,Kendaraan,P0580,U0030,3.5,1106040
Insureka Asuransi Mobil Wuling,Kendaraan,P0581,U0036,5,896610
Insureka Asuransi Mobil BYD,Kendaraan,P0582,U0178,4.6,1030320
ACA Otomate,Kendaraan,P0583,U0028,2.6,366000
ACA Otomate Smart,Kendaraan,P0584,U0098,4.6,306000
ACA Otomate Solitaire,Kendaraan,P0585,U0041,3.4,360000
Asuransi Kendaraan Bermotor Simas,Kendaraan,P0586,U0192,3.8,100000
Asuransi Simas Mobil Exclusive,Kendaraan,P0587,U0099,4.2,100000
Asuransi Kendaraan Bermotor Simas,Kendaraan,P0588,U0018,4.4,100000
Asuransi Simas Mikro Autobike,Kendaraan,P0589,U0091,3.9,50000
Asurasni Simas Mobil Bonus,Kendaraan,P0590,U0027,4.3,100000
Tugu Pratama Indonesia Asuransi TLO,Kendaraan,P0591,U0047,3.9,420000
Tugu Pratama Indonesia Asuransi All risk,Kendaraan,P0592,U0142,5,2100000
Adira Autocillin Asuransi TLO,Kendaraan,P0593,U0127,3.5,862800
Adira Autocillin Asuransi All risk,Kendaraan,P0594,U0098,3.4,3377700
MAG Asuransi TLO,Kendaraan,P0595,U0084,3.6,420000
MAG Asuransi All risk,Kendaraan,P0596,U0112,4.2,2316000
Alliannz Asuransi TLO,Kendaraan,P0597,U0162,2.9,466800
Allianz Asuransi All risk,Kendaraan,P0598,U0007,4.1,2908008
Tokio Marine Asuransi TLO,Kendaraan,P0599,U0126,3.1,432000
Tokio Marine Asuransi All risk,Kendaraan,P0600,U0040,4,2460000
Insureka Asuransi Mobil,Kendaraan,P0601,U0121,4.8,1054166
Insureka Asuransi Mobil All Risk,Kendaraan,P0602,U0191,4.8,1106040
Insureka Asuransi Mobil TLO,Kendaraan,P0603,U0010,3.1,1106040
Insureka Asuransi Mobil Comprehensive,Kendaraan,P0604,U0198,4.2,1106040
Insureka Asuransi Mobil Wuling,Kendaraan,P0605,U0086,3.6,896610
Insureka Asuransi Mobil BYD,Kendaraan,P0606,U0074,5,1030320
ACA Otomate,Kendaraan,P0607,U0014,4.2,366000
ACA Otomate Smart,Kendaraan,P0608,U0158,3.4,306000
ACA Otomate Solitaire,Kendaraan,P0609,U0075,3.8,360000
Asuransi Kendaraan Bermotor Simas,Kendaraan,P0610,U0158,5,100000
Asuransi Simas Mobil Exclusive,Kendaraan,P0611,U0068,3,100000
Asuransi Kendaraan Bermotor Simas,Kendaraan,P0612,U0135,4.8,100000
Asuransi Simas Mikro Autobike,Kendaraan,P0613,U0061,2.4,50000
Asurasni Simas Mobil Bonus,Kendaraan,P0614,U0021,4,100000
Tugu Pratama Indonesia Asuransi TLO,Kendaraan,P0615,U0043,4,420000
Tugu Pratama Indonesia Asuransi All risk,Kendaraan,P0616,U0188,4.1,2100000
Adira Autocillin Asuransi TLO,Kendaraan,P0617,U0195,3.5,862800
Adira Autocillin Asuransi All risk,Kendaraan,P0618,U0131,5,3377700
MAG Asuransi TLO,Kendaraan,P0619,U0139,4.1,420000
MAG Asuransi All risk,Kendaraan,P0620,U0183,4.3,2316000
Alliannz Asuransi TLO,Kendaraan,P0621,U0003,4,466800
Allianz Asuransi All risk,Kendaraan,P0622,U0024,5,2908008
Tokio Marine Asuransi TLO,Kendaraan,P0623,U0198,3.3,432000
Tokio Marine Asuransi All risk,Kendaraan,P0624,U0042,3.3,2460000
Insureka Asuransi Mobil,Kendaraan,P0625,U0198,4.1,1054166
Insureka Asuransi Mobil All Risk,Kendaraan,P0626,U0070,3.8,1106040
Insureka Asuransi Mobil TLO,Kendaraan,P0627,U0097,3.8,1106040
Insureka Asuransi Mobil Comprehensive,Kendaraan,P0628,U0109,4,1106040
Insureka Asuransi Mobil Wuling,Kendaraan,P0629,U0082,5,896610
Insureka Asuransi Mobil BYD,Kendaraan,P0630,U0044,3.1,1030320
ACA Otomate,Kendaraan,P0631,U0164,3.9,366000
ACA Otomate Smart,Kendaraan,P0632,U0157,4,306000
ACA Otomate Solitaire,Kendaraan,P0633,U0029,5,360000
Asuransi Kendaraan Bermotor Simas,Kendaraan,P0634,U0151,3.1,100000
Asuransi Simas Mobil Exclusive,Kendaraan,P0635,U0194,4.1,100000
Asuransi Kendaraan Bermotor Simas,Kendaraan,P0636,U0136,4.4,100000
Asuransi Simas Mikro Autobike,Kendaraan,P0637,U0017,3.2,50000
Asurasni Simas Mobil Bonus,Kendaraan,P0638,U0183,2.5,100000
Tugu Pratama Indonesia Asuransi TLO,Kendaraan,P0639,U0132,3.7,420000
Tugu Pratama Indonesia Asuransi All risk,Kendaraan,P0640,U0186,5,2100000
Adira Autocillin Asuransi TLO,Kendaraan,P0641,U0149,4.1,862800
Adira Autocillin Asuransi All risk,Kendaraan,P0642,U0128,4.3,3377700
MAG Asuransi TLO,Kendaraan,P0643,U0112,3.7,420000
MAG Asuransi All risk,Kendaraan,P0644,U0080,3.9,2316000
Alliannz Asuransi TLO,Kendaraan,P0645,U0185,3.7,466800
Allianz Asuransi All risk,Kendaraan,P0646,U0036,4.5,2908008
Tokio Marine Asuransi TLO,Kendaraan,P0647,U0046,2.8,432000
Tokio Marine Asuransi All risk,Kendaraan,P0648,U0178,3.3,2460000
Insureka Asuransi Mobil,Kendaraan,P0649,U0162,3.7,1054166
Insureka Asuransi Mobil All Risk,Kendaraan,P0650,U0032,4.7,1106040
Insureka Asuransi Mobil TLO,Kendaraan,P0651,U0189,3.9,1106040
Insureka Asuransi Mobil Comprehensive,Kendaraan,P0652,U0077,3.3,1106040
Insureka Asuransi Mobil Wuling,Kendaraan,P0653,U0114,4.3,896610
Insureka Asuransi Mobil BYD,Kendaraan,P0654,U0086,4.5,1030320
ACA Otomate,Kendaraan,P0655,U0099,4.5,366000
ACA Otomate Smart,Kendaraan,P0656,U0029,5,306000
ACA Otomate Solitaire,Kendaraan,P0657,U0115,2.8,360000
Asuransi Kendaraan Bermotor Simas,Kendaraan,P0658,U0148,3,100000
Asuransi Simas Mobil Exclusive,Kendaraan,P0659,U0133,3.9,100000
Asuransi Kendaraan Bermotor Simas,Kendaraan,P0660,U0013,4.7,100000
Asuransi Simas Mikro Autobike,Kendaraan,P0661,U0013,4.5,50000
Asurasni Simas Mobil Bonus,Kendaraan,P0662,U0148,4.2,100000
Tugu Pratama Indonesia Asuransi TLO,Kendaraan,P0663,U0028,4.8,420000
Tugu Pratama Indonesia Asuransi All risk,Kendaraan,P0664,U0182,3.6,2100000
Adira Autocillin Asuransi TLO,Kendaraan,P0665,U0089,3.8,862800
Adira Autocillin Asuransi All risk,Kendaraan,P0666,U0019,2.4,3377700
MAG Asuransi TLO,Kendaraan,P0667,U0113,3.9,420000
MAG Asuransi All risk,Kendaraan,P0668,U0129,3.7,2316000
Alliannz Asuransi TLO,Kendaraan,P0669,U0011,3.9,466800
Allianz Asuransi All risk,Kendaraan,P0670,U0073,5,2908008
Tokio Marine Asuransi TLO,Kendaraan,P0671,U0117,4.9,432000
Tokio Marine Asuransi All risk,Kendaraan,P0672,U0175,4.2,2460000
Insureka Asuransi Mobil,Kendaraan,P0673,U0101,4.4,1054166
Insureka Asuransi Mobil All Risk,Kendaraan,P0674,U0069,3.8,1106040
Insureka Asuransi Mobil TLO,Kendaraan,P0675,U0001,3.8,1106040
Insureka Asuransi Mobil Comprehensive,Kendaraan,P0676,U0158,4.3,1106040
Insureka Asuransi Mobil Wuling,Kendaraan,P0677,U0030,3.8,896610
Insureka Asuransi Mobil BYD,Kendaraan,P0678,U0027,3.5,1030320
ACA Otomate,Kendaraan,P0679,U0080,5,366000
ACA Otomate Smart,Kendaraan,P0680,U0082,3.8,306000
ACA Otomate Solitaire,Kendaraan,P0681,U0041,4.8,360000
Asuransi Kendaraan Bermotor Simas,Kendaraan,P0682,U0041,3.6,100000
Asuransi Simas Mobil Exclusive,Kendaraan,P0683,U0173,3.8,100000
Asuransi Kendaraan Bermotor Simas,Kendaraan,P0684,U0020,3.9,100000
Asuransi Simas Mikro Autobike,Kendaraan,P0685,U0124,4.5,50000
Asurasni Simas Mobil Bonus,Kendaraan,P0686,U0177,4.7,100000
Tugu Pratama Indonesia Asuransi TLO,Kendaraan,P0687,U0181,4,420000
Tugu Pratama Indonesia Asuransi All risk,Kendaraan,P0688,U0049,5,2100000
Adira Autocillin Asuransi TLO,Kendaraan,P0689,U0152,3.6,862800
Adira Autocillin Asuransi All risk,Kendaraan,P0690,U0167,4,3377700
MAG Asuransi TLO,Kendaraan,P0691,U0112,4.9,420000
MAG Asuransi All risk,Kendaraan,P0692,U0199,3.2,2316000
Alliannz Asuransi TLO,Kendaraan,P0693,U0096,3.8,466800
Allianz Asuransi All risk,Kendaraan,P0694,U0065,3.4,2908008
Tokio Marine Asuransi TLO,Kendaraan,P0695,U0195,4.3,432000
Tokio Marine Asuransi All risk,Kendaraan,P0696,U0058,4.7,2460000
Insureka Asuransi Mobil,Kendaraan,P0697,U0184,4.4,1054166
Insureka Asuransi Mobil All Risk,Kendaraan,P0698,U0050,3.4,1106040
Insureka Asuransi Mobil TLO,Kendaraan,P0699,U0100,4.5,1106040
Insureka Asuransi Mobil Comprehensive,Kendaraan,P0700,U0023,2.7,1106040
Insureka Asuransi Mobil Wuling,Kendaraan,P0701,U0200,3.8,896610
Insureka Asuransi Mobil BYD,Kendaraan,P0702,U0007,4.2,1030320
ACA Otomate,Kendaraan,P0703,U0144,3.4,366000
ACA Otomate Smart,Kendaraan,P0704,U0014,3,306000
ACA Otomate Solitaire,Kendaraan,P0705,U0113,3.1,360000
Asuransi Kendaraan Bermotor Simas,Kendaraan,P0706,U0133,4.6,100000
Asuransi Simas Mobil Exclusive,Kendaraan,P0707,U0072,3.9,100000
Asuransi Kendaraan Bermotor Simas,Kendaraan,P0708,U0077,4.1,100000
Asuransi Simas Mikro Autobike,Kendaraan,P0709,U0032,4,50000
Asurasni Simas Mobil Bonus,Kendaraan,P0710,U0046,4.2,100000
Tugu Pratama Indonesia Asuransi TLO,Kendaraan,P0711,U0033,4.3,420000
Tugu Pratama Indonesia Asuransi All risk,Kendaraan,P0712,U0117,4.1,2100000
Adira Autocillin Asuransi TLO,Kendaraan,P0713,U0168,4.2,862800
Adira Autocillin Asuransi All risk,Kendaraan,P0714,U0013,4.2,3377700
MAG Asuransi TLO,Kendaraan,P0715,U0043,4.6,420000
MAG Asuransi All risk,Kendaraan,P0716,U0133,4,2316000
Alliannz Asuransi TLO,Kendaraan,P0717,U0192,3.9,466800
Allianz Asuransi All risk,Kendaraan,P0718,U0125,3.7,2908008
Tokio Marine Asuransi TLO,Kendaraan,P0719,U0103,4.1,432000
Tokio Marine Asuransi All risk,Kendaraan,P0720,U0055,3.6,2460000
Insureka Asuransi Mobil,Kendaraan,P0721,U0092,3.4,1054166
Insureka Asuransi Mobil All Risk,Kendaraan,P0722,U0100,3.7,1106040
Insureka Asuransi Mobil TLO,Kendaraan,P0723,U0004,4.8,1106040
Insureka Asuransi Mobil Comprehensive,Kendaraan,P0724,U0059,3.9,1106040
Insureka Asuransi Mobil Wuling,Kendaraan,P0725,U0106,2.6,896610
Insureka Asuransi Mobil BYD,Kendaraan,P0726,U0114,2.6,1030320
ACA Otomate,Kendaraan,P0727,U0190,2.4,366000
